,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,HowToEmploy
300,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
301,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,intern
302,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,New_graduate_recruitment
303,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_A
304,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,No,New_graduate_recruitment
305,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
306,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
307,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,agent_C
308,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
309,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
310,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
311,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,New_graduate_recruitment
312,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,agent_A
313,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
314,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,Yes,New_graduate_recruitment
315,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Yes,agent_C
316,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,New_graduate_recruitment
317,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,No,agent_A
318,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,intern
319,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,Yes,New_graduate_recruitment
320,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,agent_A
321,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Divorced,No,New_graduate_recruitment
322,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
323,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,New_graduate_recruitment
324,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Divorced,No,New_graduate_recruitment
325,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,agent_A
326,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
327,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,agent_A
328,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,agent_B
329,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
330,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,direct_recruting
331,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,intern
332,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,New_graduate_recruitment
333,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,No,New_graduate_recruitment
334,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_A
335,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,New_graduate_recruitment
336,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,No,New_graduate_recruitment
337,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
338,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,New_graduate_recruitment
339,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
340,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,Yes,intern
341,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,New_graduate_recruitment
342,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,Yes,New_graduate_recruitment
343,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,New_graduate_recruitment
344,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,No,agent_A
345,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
346,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,New_graduate_recruitment
347,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Single,No,New_graduate_recruitment
348,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,direct_recruting
349,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
350,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,New_graduate_recruitment
351,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,New_graduate_recruitment
352,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
353,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,No,New_graduate_recruitment
354,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,New_graduate_recruitment
355,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
356,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
357,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
358,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,No,agent_A
359,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,No,New_graduate_recruitment
360,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,intern
361,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
362,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,agent_A
363,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,New_graduate_recruitment
364,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
365,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Single,No,New_graduate_recruitment
366,Non-Travel,Sales,Medical,Female,Sales Executive,Single,No,New_graduate_recruitment
367,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
368,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,direct_recruting
369,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,agent_C
370,Travel_Rarely,Research & Development,Other,Male,Manager,Single,No,New_graduate_recruitment
371,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,agent_A
372,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,New_graduate_recruitment
373,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
374,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,agent_C
375,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
376,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,Yes,New_graduate_recruitment
377,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,agent_C
378,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,No,intern
379,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,agent_A
380,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,New_graduate_recruitment
381,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,intern
382,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,direct_recruting
383,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,agent_C
384,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,New_graduate_recruitment
385,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,intern
386,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,intern
387,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
388,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,No,agent_A
389,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,No,agent_A
390,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
391,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,Yes,New_graduate_recruitment
392,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_A
393,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,Yes,New_graduate_recruitment
394,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,agent_B
395,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,agent_A
396,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,agent_A
397,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
398,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,New_graduate_recruitment
399,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
400,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
401,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,agent_A
402,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
403,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
404,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,No,New_graduate_recruitment
405,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
406,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,New_graduate_recruitment
407,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,Yes,intern
408,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,Married,Yes,New_graduate_recruitment
409,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,New_graduate_recruitment
410,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,direct_recruting
411,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,New_graduate_recruitment
412,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_A
413,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,agent_A
414,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
415,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_A
416,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
417,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Yes,agent_A
418,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,Yes,agent_C
419,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,direct_recruting
420,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,intern
421,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,agent_A
422,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,New_graduate_recruitment
423,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,New_graduate_recruitment
424,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,agent_A
425,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,agent_C
426,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,No,New_graduate_recruitment
427,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,New_graduate_recruitment
428,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
429,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,No,New_graduate_recruitment
430,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
431,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,No,New_graduate_recruitment
432,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,agent_C
433,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,agent_A
434,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,intern
435,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Yes,New_graduate_recruitment
436,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,direct_recruting
437,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,agent_C
438,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,New_graduate_recruitment
439,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,New_graduate_recruitment
440,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
441,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,New_graduate_recruitment
442,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
443,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,No,New_graduate_recruitment
444,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,New_graduate_recruitment
445,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
446,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,Yes,agent_C
447,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,agent_A
448,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,New_graduate_recruitment
449,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,New_graduate_recruitment
450,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Yes,agent_B
451,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,agent_A
452,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,No,intern
453,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,New_graduate_recruitment
454,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,agent_A
455,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,New_graduate_recruitment
456,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,New_graduate_recruitment
457,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,intern
458,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,agent_C
459,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,New_graduate_recruitment
460,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
461,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,direct_recruting
462,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
463,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
464,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,New_graduate_recruitment
465,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,intern
466,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,New_graduate_recruitment
467,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
468,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
469,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,New_graduate_recruitment
470,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,agent_A
471,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,No,agent_B
472,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
473,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,intern
474,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,agent_A
475,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,New_graduate_recruitment
476,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Divorced,Yes,New_graduate_recruitment
477,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,No,agent_B
478,Non-Travel,Sales,Medical,Male,Sales Representative,Single,No,agent_C
479,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,agent_A
480,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
481,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
482,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,agent_A
483,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Yes,New_graduate_recruitment
484,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
485,Non-Travel,Sales,Life Sciences,Male,Sales Representative,Divorced,No,New_graduate_recruitment
486,Non-Travel,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,agent_A
487,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,agent_A
488,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
489,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,direct_recruting
490,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
491,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,No,agent_A
492,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,agent_A
493,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,New_graduate_recruitment
494,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,intern
495,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,agent_B
496,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,New_graduate_recruitment
497,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
498,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,agent_B
499,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,New_graduate_recruitment
500,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_C
501,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
502,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,agent_C
503,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,No,intern
504,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,agent_C
505,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,agent_A
506,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,No,direct_recruting
507,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
508,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
509,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,intern
510,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,New_graduate_recruitment
511,Non-Travel,Research & Development,Life Sciences,Male,Manager,Single,No,New_graduate_recruitment
512,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,agent_B
513,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Single,Yes,agent_C
514,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,No,New_graduate_recruitment
515,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
516,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,agent_C
517,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_C
518,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,intern
519,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,New_graduate_recruitment
520,Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,No,New_graduate_recruitment
521,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,intern
522,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,New_graduate_recruitment
523,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,New_graduate_recruitment
524,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,intern
525,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,New_graduate_recruitment
526,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
527,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,intern
528,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,No,New_graduate_recruitment
529,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,New_graduate_recruitment
530,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,agent_B
531,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
532,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,Yes,New_graduate_recruitment
533,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
534,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
535,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,direct_recruting
536,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
537,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,Yes,intern
538,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,No,agent_A
539,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
540,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,agent_C
541,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,agent_B
542,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Yes,agent_B
543,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,agent_C
544,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
545,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,agent_C
546,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
547,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,No,New_graduate_recruitment
548,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,Yes,New_graduate_recruitment
549,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,agent_B
550,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
551,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,agent_C
552,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_C
553,Non-Travel,Sales,Medical,Female,Sales Executive,Single,No,New_graduate_recruitment
554,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,New_graduate_recruitment
555,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
556,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,No,New_graduate_recruitment
557,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,intern
558,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
559,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
560,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
561,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,agent_C
562,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Married,No,New_graduate_recruitment
563,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,direct_recruting
564,Non-Travel,Human Resources,Human Resources,Female,Manager,Single,Yes,New_graduate_recruitment
565,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,agent_A
566,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Yes,New_graduate_recruitment
567,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,No,intern
568,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,New_graduate_recruitment
569,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Single,No,agent_B
570,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,New_graduate_recruitment
571,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,New_graduate_recruitment
572,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Yes,New_graduate_recruitment
573,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Yes,intern
574,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,Yes,New_graduate_recruitment
575,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,New_graduate_recruitment
576,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
577,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,agent_B
578,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
579,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,No,New_graduate_recruitment
580,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,Single,No,New_graduate_recruitment
581,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,agent_B
582,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,No,New_graduate_recruitment
583,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,intern
584,Travel_Rarely,Sales,Technical Degree,Female,Manager,Married,Yes,New_graduate_recruitment
585,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,agent_A
586,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_B
587,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,New_graduate_recruitment
588,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,No,agent_C
589,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,agent_C
590,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_C
591,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_C
592,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,New_graduate_recruitment
593,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,agent_C
594,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,agent_B
595,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
596,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
597,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,intern
598,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
